Mary was secretly pleased.	la .maris. pu ckaji je nai jarco lo ka se pluka	
Tom thanked Mary.	la .tom. pu ckire la .maris.	
Alice thanked Mary.	la .alis. pu ckire la .maris.	
Mary thanked Mary.	la .maris. pu ckire la .maris.	
Tom left quietly.	la .tom. pu cliva co smaji	
Alice left quietly.	la .alis. pu cliva co smaji	
Mary left quietly.	la .maris. pu cliva co smaji	
Tom got happy.	la .tom. pu co'a gleki	
Alice got happy.	la .alis. pu co'a gleki	
Mary got happy.	la .maris. pu co'a gleki	
Tom died in a fire.	la .tom. pu co'a morsi bu'u lo fagri	
Alice died in a fire.	la .alis. pu co'a morsi bu'u lo fagri	
Mary died in a fire.	la .maris. pu co'a morsi bu'u lo fagri	
Tom died when he was seventy years old.	la .tom. pu co'a morsi ca lo ka nanca li ze no	
Alice died when he was seventy years old.	la .alis. pu co'a morsi ca lo ka nanca li ze no	
Mary died when he was seventy years old.	la .maris. pu co'a morsi ca lo ka nanca li ze no	
Tom became very famous.	la .tom. pu co'a mutce misno	
Alice became very famous.	la .alis. pu co'a mutce misno	
Mary became very famous.	la .maris. pu co'a mutce misno	
Tom started a new job today.	la .tom. pu co'a se jibri lo cnino ca lo cabdei	
Alice started a new job today.	la .alis. pu co'a se jibri lo cnino ca lo cabdei	
Mary started a new job today.	la .maris. pu co'a se jibri lo cnino ca lo cabdei	
Tom began to read.	la .tom. pu co'a tcidu	
Alice began to read.	la .alis. pu co'a tcidu	
Mary began to read.	la .maris. pu co'a tcidu	
Tom lost hope.	la .tom. pu co'u pacna	
Alice lost hope.	la .alis. pu co'u pacna	
Mary lost hope.	la .maris. pu co'u pacna	
Tom fed the dog.	la .tom. pu ctigau lo gerku	
Alice fed the dog.	la .alis. pu ctigau lo gerku	
Mary fed the dog.	la .maris. pu ctigau lo gerku	
Tom clicked his fingers.	la .tom. pu cupra lo kliki se pi'o lo degji	
Alice clicked his fingers.	la .alis. pu cupra lo kliki se pi'o lo degji	
Mary clicked his fingers.	la .maris. pu cupra lo kliki se pi'o lo degji	
Tom told me.	la .tom. pu cusku fi mi	
Alice told me.	la .alis. pu cusku fi mi	
Mary told me.	la .maris. pu cusku fi mi	
Tom said he was extremely tired.	la .tom. pu cusku lo se du'u ri mutce tatpi	
Alice said he was extremely tired.	la .alis. pu cusku lo se du'u ri mutce tatpi	
Mary said he was extremely tired.	la .maris. pu cusku lo se du'u ri mutce tatpi	
Tom said he was very tired.	la .tom. pu cusku lo se du'u ri mutce tatpi	
Alice said he was very tired.	la .alis. pu cusku lo se du'u ri mutce tatpi	
Mary said he was very tired.	la .maris. pu cusku lo se du'u ri mutce tatpi	
Tom said he was tired.	la .tom. pu cusku lo se du'u ri tatpi	
Alice said he was tired.	la .alis. pu cusku lo se du'u ri tatpi	
Mary said he was tired.	la .maris. pu cusku lo se du'u ri tatpi	
Tom said nothing.	la .tom. pu cusku no da	
Alice said nothing.	la .alis. pu cusku no da	
Mary said nothing.	la .maris. pu cusku no da	
Tom wore a hat.	la .tom. pu dasni lo mapku	
Alice wore a hat.	la .alis. pu dasni lo mapku	
Mary wore a hat.	la .maris. pu dasni lo mapku	
Tom wore glasses.	la .tom. pu dasni loi lenjo	
Alice wore glasses.	la .alis. pu dasni loi lenjo	
Mary wore glasses.	la .maris. pu dasni loi lenjo	
Tom wanted to find out.	la .tom. pu djica lo nu ri facki	
Alice wanted to find out.	la .alis. pu djica lo nu ri facki	
Mary wanted to find out.	la .maris. pu djica lo nu ri facki	
Tom wanted to talk to you.	la .tom. pu djica lo nu ri tavla do	
Alice wanted to talk to you.	la .alis. pu djica lo nu ri tavla do	
Mary wanted to talk to you.	la .maris. pu djica lo nu ri tavla do	
Tom wanted to buy it.	la .tom. pu djica lo nu terve'u	
Alice wanted to buy it.	la .alis. pu djica lo nu terve'u	
Mary wanted to buy it.	la .maris. pu djica lo nu terve'u	
Tom wanted to thank Mary in person.	la .tom. pu djica lo nu zvati ckire la .maris.	
Alice wanted to thank Mary in person.	la .alis. pu djica lo nu zvati ckire la .maris.	
Mary wanted to thank Mary in person.	la .maris. pu djica lo nu zvati ckire la .maris.	
Tom wants a job.	la .tom. pu djica lo se jibri	
Alice wants a job.	la .alis. pu djica lo se jibri	
Mary wants a job.	la .maris. pu djica lo se jibri	
Tom wanted Mary.	la .tom. pu djica tu'a lo .maris.	
Alice wanted Mary.	la .alis. pu djica tu'a lo .maris.	
Mary wanted Mary.	la .maris. pu djica tu'a lo .maris.	
Tom knew it was a lie.	la .tom. pu djuno lo du'u jitfa	
Alice knew it was a lie.	la .alis. pu djuno lo du'u jitfa	
Mary knew it was a lie.	la .maris. pu djuno lo du'u jitfa	
Tom handed Mary a banana.	la .tom. pu dunda la .maris. lo badna	
Alice handed Mary a banana.	la .alis. pu dunda la .maris. lo badna	
Mary handed Mary a banana.	la .maris. pu dunda la .maris. lo badna	
Tom gave a bouquet of flowers to Mary.	la .tom. pu dunda lo jai se pa'u flora la .maris.	
Alice gave a bouquet of flowers to Mary.	la .alis. pu dunda lo jai se pa'u flora la .maris.	
Mary gave a bouquet of flowers to Mary.	la .maris. pu dunda lo jai se pa'u flora la .maris.	
Tom flirted with the waitress.	la .tom. pu firca la djabeini'u	
Alice flirted with the waitress.	la .alis. pu firca la djabeini'u	
Mary flirted with the waitress.	la .maris. pu firca la djabeini'u	
Tom worked through the night.	la .tom. pu gunka ze'e lo nicte	
Alice worked through the night.	la .alis. pu gunka ze'e lo nicte	
Mary worked through the night.	la .maris. pu gunka ze'e lo nicte	
Tom impersonated a doctor.	la .tom. pu .imposta lo mikce	
Alice impersonated a doctor.	la .alis. pu .imposta lo mikce	
Mary impersonated a doctor.	la .maris. pu .imposta lo mikce	
Tom had a very long day.	la .tom. pu jai ke mutce clani djedi	
Alice had a very long day.	la .alis. pu jai ke mutce clani djedi	
Mary had a very long day.	la .maris. pu jai ke mutce clani djedi	
Was Tom a king or will he be?	la .tom. pu je'i ba nolraitru	
Was Alice a king or will he be?	la .alis. pu je'i ba nolraitru	
Was Mary a king or will he be?	la .maris. pu je'i ba nolraitru	
Tom followed me home.	la .tom. pu jersi mi se ka'a lo zdani	
Alice followed me home.	la .alis. pu jersi mi se ka'a lo zdani	
Mary followed me home.	la .maris. pu jersi mi se ka'a lo zdani	
Tom followed me here.	la .tom. pu jersi mi vi	
Alice followed me here.	la .alis. pu jersi mi vi	
Mary followed me here.	la .maris. pu jersi mi vi	
Tom followed us here.	la .tom. pu jersi mi'a vi	
Alice followed us here.	la .alis. pu jersi mi'a vi	
Mary followed us here.	la .maris. pu jersi mi'a vi	
Tom was proud.	la .tom. pu jgira	
Alice was proud.	la .alis. pu jgira	
Mary was proud.	la .maris. pu jgira	
Tom impersonated a doctor.	la .tom. pu jifkritrazu'e lo ka mikce	
Alice impersonated a doctor.	la .alis. pu jifkritrazu'e lo ka mikce	
Mary impersonated a doctor.	la .maris. pu jifkritrazu'e lo ka mikce	
Tom was healthy.	la .tom. pu kanro	
Alice was healthy.	la .alis. pu kanro	
Mary was healthy.	la .maris. pu kanro	
Tom opened the door and looked inside.	la .tom. pu kargau lo vorme vau je ba bo catlu lo nenri	
Alice opened the door and looked inside.	la .alis. pu kargau lo vorme vau je ba bo catlu lo nenri	
Mary opened the door and looked inside.	la .maris. pu kargau lo vorme vau je ba bo catlu lo nenri	
Tom brought this.	la .tom. pu klagau ti	
Alice brought this.	la .alis. pu klagau ti	
Mary brought this.	la .maris. pu klagau ti	
Tom went to bed.	la .tom. pu klama co sipna	
Alice went to bed.	la .alis. pu klama co sipna	
Mary went to bed.	la .maris. pu klama co sipna	
Tom went to buy dog food.	la .tom. pu klama te zu'e lo ka te vecnu lo cidja pe xau lo gerku	
Alice went to buy dog food.	la .alis. pu klama te zu'e lo ka te vecnu lo cidja pe xau lo gerku	
Mary went to buy dog food.	la .maris. pu klama te zu'e lo ka te vecnu lo cidja pe xau lo gerku	
Tom was curious.	la .tom. pu kucli	
Alice was curious.	la .alis. pu kucli	
Mary was curious.	la .maris. pu kucli	
Tom demanded an explanation.	la .tom. pu mi'ecpe lo velcki	
Alice demanded an explanation.	la .alis. pu mi'ecpe lo velcki	
Mary demanded an explanation.	la .maris. pu mi'ecpe lo velcki	
Tom told us to wait.	la .tom. pu minde mi'a lo ka denpa	
Alice told us to wait.	la .alis. pu minde mi'a lo ka denpa	
Mary told us to wait.	la .maris. pu minde mi'a lo ka denpa	
Tom walked into the room.	la .tom. pu mo'u cadzu klama lo nenri be lo kumfa	
Alice walked into the room.	la .alis. pu mo'u cadzu klama lo nenri be lo kumfa	
Mary walked into the room.	la .maris. pu mo'u cadzu klama lo nenri be lo kumfa	
Tom got here before sunrise.	la .tom. pu mo'u klama ti pu lo solnuntolcanci	
Alice got here before sunrise.	la .alis. pu mo'u klama ti pu lo solnuntolcanci	
Mary got here before sunrise.	la .maris. pu mo'u klama ti pu lo solnuntolcanci	
Tom felt much happier.	la .tom. pu mutce zenba lo ni gleki	
Alice felt much happier.	la .alis. pu mutce zenba lo ni gleki	
Mary felt much happier.	la .maris. pu mutce zenba lo ni gleki	
Tom didn't know that.	la .tom. pu na djuno da bi'u nai	
Alice didn't know that.	la .alis. pu na djuno da bi'u nai	
Mary didn't know that.	la .maris. pu na djuno da bi'u nai	
Tom wasn't punished.	la .tom. pu na se sfasa	
Alice wasn't punished.	la .alis. pu na se sfasa	
Mary wasn't punished.	la .maris. pu na se sfasa	
Tom didn't read the book.	la .tom. pu na tcidu lo cukta	
Alice didn't read the book.	la .alis. pu na tcidu lo cukta	
Mary didn't read the book.	la .maris. pu na tcidu lo cukta	
Tom needed a job.	la .tom. pu nitcu lo se jibri	
Alice needed a job.	la .alis. pu nitcu lo se jibri	
Mary needed a job.	la .maris. pu nitcu lo se jibri	
Tom never saw it.	la .tom. pu no roi viska da bi'u nai	
Alice never saw it.	la .alis. pu no roi viska da bi'u nai	
Mary never saw it.	la .maris. pu no roi viska da bi'u nai	
Tom hit me first.	la .tom. pu pa moi darxi mi	
Alice hit me first.	la .alis. pu pa moi darxi mi	
Mary hit me first.	la .maris. pu pa moi darxi mi	
Tom was friendly.	la .tom. pu pendo tarti	
Alice was friendly.	la .alis. pu pendo tarti	
Mary was friendly.	la .maris. pu pendo tarti	
Tom begged Mary to stay.	la .tom. pu pikci la .maris. lo ka stali	
Alice begged Mary to stay.	la .alis. pu pikci la .maris. lo ka stali	
Mary begged Mary to stay.	la .maris. pu pikci la .maris. lo ka stali	
Tom drank in silence.	la .tom. pu pinxe fau lo nu smaji	
Alice drank in silence.	la .alis. pu pinxe fau lo nu smaji	
Mary drank in silence.	la .maris. pu pinxe fau lo nu smaji	
Tom was perfect.	la .tom. pu prane	
Alice was perfect.	la .alis. pu prane	
Mary was perfect.	la .maris. pu prane	
Tom had a dog.	la .tom. pu ralte lo gerku	
Alice had a dog.	la .alis. pu ralte lo gerku	
Mary had a dog.	la .maris. pu ralte lo gerku	
Tom had a cat.	la .tom. pu ralte lo mlatu	
Alice had a cat.	la .alis. pu ralte lo mlatu	
Mary had a cat.	la .maris. pu ralte lo mlatu	
Tom arrived last.	la .tom. pu ro moi lo ka tsuku	
Alice arrived last.	la .alis. pu ro moi lo ka tsuku	
Mary arrived last.	la .maris. pu ro moi lo ka tsuku	
Tom got killed.	la .tom. pu se catra	
Alice got killed.	la .alis. pu se catra	
Mary got killed.	la .maris. pu se catra	
Tom had a job.	la .tom. pu se jibri da	
Alice had a job.	la .alis. pu se jibri da	
Mary had a job.	la .maris. pu se jibri da	
Tom was bored.	la .tom. pu se tolzdi	
Alice was bored.	la .alis. pu se tolzdi	
Mary was bored.	la .maris. pu se tolzdi	
Tom was helpful.	la .tom. pu sidju ckaji	
Alice was helpful.	la .alis. pu sidju ckaji	
Mary was helpful.	la .maris. pu sidju ckaji	
Tom looked confused.	la .tom. pu simlu lo ka se cfipu	
Alice looked confused.	la .alis. pu simlu lo ka se cfipu	
Mary looked confused.	la .maris. pu simlu lo ka se cfipu	
Tom looked puzzled.	la .tom. pu simlu lo ka se cfipu	
Alice looked puzzled.	la .alis. pu simlu lo ka se cfipu	
Mary looked puzzled.	la .maris. pu simlu lo ka se cfipu	
Tom looked dirty.	la .tom. pu simlu lo ka toljinsa	
Alice looked dirty.	la .alis. pu simlu lo ka toljinsa	
Mary looked dirty.	la .maris. pu simlu lo ka toljinsa	
Tom told me he knew where Mary lived.	la .tom. pu smusku fi mi fe lo nu .ty. djuno lo du'u la .maris. cu se zdani ma kau	
Alice told me he knew where Mary lived.	la .alis. pu smusku fi mi fe lo nu .ty. djuno lo du'u la .maris. cu se zdani ma kau	
Mary told me he knew where Mary lived.	la .maris. pu smusku fi mi fe lo nu .ty. djuno lo du'u la .maris. cu se zdani ma kau	
Tom says you need my help.	la .tom. pu smusku lo nu do nitcu lo te sidju be fi mi	
Alice says you need my help.	la .alis. pu smusku lo nu do nitcu lo te sidju be fi mi	
Mary says you need my help.	la .maris. pu smusku lo nu do nitcu lo te sidju be fi mi	
Tom said he thinks you're stupid.	la .tom. pu smusku lo nu vo'a jinvi lo du'u do bebna	
Alice said he thinks you're stupid.	la .alis. pu smusku lo nu vo'a jinvi lo du'u do bebna	
Mary said he thinks you're stupid.	la .maris. pu smusku lo nu vo'a jinvi lo du'u do bebna	
Tom stayed home.	la .tom. pu stali bu'u lo zdani	
Alice stayed home.	la .alis. pu stali bu'u lo zdani	
Mary stayed home.	la .maris. pu stali bu'u lo zdani	
Tom smelled it.	la .tom. pu sumne ra	
Alice smelled it.	la .alis. pu sumne ra	
Mary smelled it.	la .maris. pu sumne ra	
Tom was relaxed.	la .tom. pu surla	
Alice was relaxed.	la .alis. pu surla	
Mary was relaxed.	la .maris. pu surla	
Tom was tired and in a bad mood.	la .tom. pu tatpi gi'e xlali se cnitcini	
Alice was tired and in a bad mood.	la .alis. pu tatpi gi'e xlali se cnitcini	
Mary was tired and in a bad mood.	la .maris. pu tatpi gi'e xlali se cnitcini	
Tom tried to protect me.	la .tom. pu troci lo ka bandu mi	
Alice tried to protect me.	la .alis. pu troci lo ka bandu mi	
Mary tried to protect me.	la .maris. pu troci lo ka bandu mi	
Tom was brave.	la .tom. pu virnu	
Alice was brave.	la .alis. pu virnu	
Mary was brave.	la .maris. pu virnu	
Tom saw a large bird.	la .tom. pu viska su'o barda cipni	
Alice saw a large bird.	la .alis. pu viska su'o barda cipni	
Mary saw a large bird.	la .maris. pu viska su'o barda cipni	
Tom was worried.	la .tom. pu xanka	
Alice was worried.	la .alis. pu xanka	
Mary was worried.	la .maris. pu xanka	
Tom was anxious to meet you.	la .tom. pu xanka lo ka penmi do	
Alice was anxious to meet you.	la .alis. pu xanka lo ka penmi do	
Mary was anxious to meet you.	la .maris. pu xanka lo ka penmi do	
Tom ripped me off.	la .tom. pu zerle'a fi mi	
Alice ripped me off.	la .alis. pu zerle'a fi mi	
Mary ripped me off.	la .maris. pu zerle'a fi mi	
Tom stole my money.	la .tom. pu zerle'a lo jdini po mi	
Alice stole my money.	la .alis. pu zerle'a lo jdini po mi	
Mary stole my money.	la .maris. pu zerle'a lo jdini po mi	
Tom did something very stupid.	la .tom. pu zukte da poi mutce se bebna	
Alice did something very stupid.	la .alis. pu zukte da poi mutce se bebna	
Mary did something very stupid.	la .maris. pu zukte da poi mutce se bebna	
Tom took a look at the pictures.	la .tom. pu zukte lo ka catlu lo za'u pixra	
Alice took a look at the pictures.	la .alis. pu zukte lo ka catlu lo za'u pixra	
Mary took a look at the pictures.	la .maris. pu zukte lo ka catlu lo za'u pixra	
Tom broke into our conversation.	la .tom. pu gasnu lo zunti be lo nu mi'ai casnu	B
Alice broke into our conversation.	la .alis. pu gasnu lo zunti be lo nu mi'ai casnu	B
Mary broke into our conversation.	la .maris. pu gasnu lo zunti be lo nu mi'ai casnu	B
Was Tom there?	la .tom. pu zvati	
Was Alice there?	la .alis. pu zvati	
Was Mary there?	la .maris. pu zvati	
Where was Tom?	la .tom. pu zvati ma	
Where was Alice?	la .alis. pu zvati ma	
Where was Mary?	la .maris. pu zvati ma	
Tom has a special gift.	la .tom. pu'o dunda lo steci	
Alice has a special gift.	la .alis. pu'o dunda lo steci	
Mary has a special gift.	la .maris. pu'o dunda lo steci	
Tom hasn't arrived yet.	la .tom. pu'o tsuku	
Alice hasn't arrived yet.	la .alis. pu'o tsuku	
Mary hasn't arrived yet.	la .maris. pu'o tsuku	
Tom has been honest with Mary.	la .tom. pu je ca stace la .maris.	
Alice has been honest with Mary.	la .alis. pu je ca stace la .maris.	
Mary has been honest with Mary.	la .maris. pu je ca stace la .maris.	
Tom just walked in.	la .tom. pu zi cadzu se ka'a lo nenri	
Alice just walked in.	la .alis. pu zi cadzu se ka'a lo nenri	
Mary just walked in.	la .maris. pu zi cadzu se ka'a lo nenri	
Tom greets Mary by waving his hand.	la .tom. rinsa la .maris. lo nu .ty. xansli	
Alice greets Mary by waving his hand.	la .alis. rinsa la .maris. lo nu .ty. xansli	
Mary greets Mary by waving his hand.	la .maris. rinsa la .maris. lo nu .ty. xansli	
Tom is always joking.	la .tom. ro roi xamsku	
Alice is always joking.	la .alis. ro roi xamsku	
Mary is always joking.	la .maris. ro roi xamsku	
Tom has two children.	la .tom. se panzi re zo'e	
Alice has two children.	la .alis. se panzi re zo'e	
Mary has two children.	la .maris. se panzi re zo'e	
Tom has a daughter whose name is Mary.	la .tom. se tixnu la .maris.	
Alice has a daughter whose name is Mary.	la .alis. se tixnu la .maris.	
Mary has a daughter whose name is Mary.	la .maris. se tixnu la .maris.	
Mary goes to the market, no matter if Tom goes to the market.	la .tom. se .u la .maris. klama lo zarci	
Mary goes to the market, no matter if Alice goes to the market.	la .alis. se .u la .maris. klama lo zarci	
Mary goes to the market, no matter if Mary goes to the market.	la .maris. se .u la .maris. klama lo zarci	
Mary doesn't go to the market, no matter if Tom goes to the market.	la .tom. se .u nai la .maris. klama lo zarci	
Mary doesn't go to the market, no matter if Alice goes to the market.	la .alis. se .u nai la .maris. klama lo zarci	
Mary doesn't go to the market, no matter if Mary goes to the market.	la .maris. se .u nai la .maris. klama lo zarci	
Tom is sleeping.	la .tom. sipna	
Alice is sleeping.	la .alis. sipna	
Mary is sleeping.	la .maris. sipna	
What kind of books does Tom read?	la .tom. ta'e tcidu fi lo mo cukta	
What kind of books does Alice read?	la .alis. ta'e tcidu fi lo mo cukta	
What kind of books does Mary read?	la .maris. ta'e tcidu fi lo mo cukta	
Tom only speaks French with his parents.	la .tom. tavla lo ri rirni po'o fo lo fasybau	
Alice only speaks French with his parents.	la .alis. tavla lo ri rirni po'o fo lo fasybau	
Mary only speaks French with his parents.	la .maris. tavla lo ri rirni po'o fo lo fasybau	
Tom speaks only French to his parents.	la .tom. tavla lo rirni be ri fo lo fasybau po'o	
Alice speaks only French to his parents.	la .alis. tavla lo rirni be ri fo lo fasybau po'o	
Mary speaks only French to his parents.	la .maris. tavla lo rirni be ri fo lo fasybau po'o	
Tom speaks only French with his parents.	la .tom. tavla lo rirni be ri fo lo fasybau po'o	
Alice speaks only French with his parents.	la .alis. tavla lo rirni be ri fo lo fasybau po'o	
Mary speaks only French with his parents.	la .maris. tavla lo rirni be ri fo lo fasybau po'o	
Tom tried to climb the tall tree.	la .tom. troci lo nu cpare lo rajycla tricu	
Alice tried to climb the tall tree.	la .alis. troci lo nu cpare lo rajycla tricu	
Mary tried to climb the tall tree.	la .maris. troci lo nu cpare lo rajycla tricu	
Tom goes to the market, no matter if Mary goes to the market.	la .tom. .u la .maris. klama lo zarci	
Alice goes to the market, no matter if Mary goes to the market.	la .alis. .u la .maris. klama lo zarci	
Mary goes to the market, no matter if Mary goes to the market.	la .maris. .u la .maris. klama lo zarci	
Tom talks to Tom (the other one).	la .tom. xi pa tavla la .tom. xi re	
Alice talks to Alice (the other one).	la .alis. xi pa tavla la .alis. xi re	
Mary talks to Mary (the other one).	la .maris. xi pa tavla la .maris. xi re	
Tom claims one and only one god exists.	la .tom. xusra lo du'u pa cevni cu zasti	
Alice claims one and only one god exists.	la .alis. xusra lo du'u pa cevni cu zasti	
Mary claims one and only one god exists.	la .maris. xusra lo du'u pa cevni cu zasti	
Tom claims one god exists.	la .tom. xusra lo du'u pa cevni cu zasti	
Alice claims one god exists.	la .alis. xusra lo du'u pa cevni cu zasti	
Mary claims one god exists.	la .maris. xusra lo du'u pa cevni cu zasti	
Tom is still in bed.	la .tom. za'o zvati lo ckana	
Alice is still in bed.	la .alis. za'o zvati lo ckana	
Mary is still in bed.	la .maris. za'o zvati lo ckana	
Tom's in trouble again.	la .tom. za'u re'u se nabmi	
Alice's in trouble again.	la .alis. za'u re'u se nabmi	
Mary's in trouble again.	la .maris. za'u re'u se nabmi	
Tom is alone again.	la .tom. za'u re'u nonkansa	
Alice is alone again.	la .alis. za'u re'u nonkansa	
Mary is alone again.	la .maris. za'u re'u nonkansa	
Tom never complained.	la .tom. ze'e pu na pante	
Alice never complained.	la .alis. ze'e pu na pante	
Mary never complained.	la .maris. ze'e pu na pante	
Tom felt left out.	la .tom. cinmo lo ka sepli	
Alice felt left out.	la .alis. cinmo lo ka sepli	
Mary felt left out.	la .maris. cinmo lo ka sepli	
Tom fell in love with Linda.	la .tom. cu bixpa'i la .lindas.	
Alice fell in love with Linda.	la .alis. cu bixpa'i la .lindas.	
Mary fell in love with Linda.	la .maris. cu bixpa'i la .lindas.	
Tom arrived in Boston last night.	la .tom. cu tolcliva la .bastn. ca lo prula'i nicte	
Alice arrived in Boston last night.	la .alis. cu tolcliva la .bastn. ca lo prula'i nicte	
Mary arrived in Boston last night.	la .maris. cu tolcliva la .bastn. ca lo prula'i nicte	
Tom is making fun of you.	la .tom. cu xamgau tu'a do	
Alice is making fun of you.	la .alis. cu xamgau tu'a do	
Mary is making fun of you.	la .maris. cu xamgau tu'a do	
Tom doesn't know whether he can do it, but he'll give it a try.	la .tom. goi ko'a na djuno lo jei kakne lo ka broda .i ku'i ko'a ba troci lo ka broda	
Alice doesn't know whether he can do it, but he'll give it a try.	la .alis. goi ko'a na djuno lo jei kakne lo ka broda .i ku'i ko'a ba troci lo ka broda	
Mary doesn't know whether he can do it, but he'll give it a try.	la .maris. goi ko'a na djuno lo jei kakne lo ka broda .i ku'i ko'a ba troci lo ka broda	
Tom felt someone touch his arm.	la .tom. goi ko'a pu ganse lo ka pecybi'o lo ko'a birka	
Alice felt someone touch his arm.	la .alis. goi ko'a pu ganse lo ka pecybi'o lo ko'a birka	
Mary felt someone touch his arm.	la .maris. goi ko'a pu ganse lo ka pecybi'o lo ko'a birka	
Tom doesn't want any of Mary's money.	la .tom. na djica za'u no jdini po la .maris.	
Alice doesn't want any of Mary's money.	la .alis. na djica za'u no jdini po la .maris.	
Mary doesn't want any of Mary's money.	la .maris. na djica za'u no jdini po la .maris.	
Tom insulted Mary.	la .tom. pu cnixai la .maris.	
Alice insulted Mary.	la .alis. pu cnixai la .maris.	
Mary insulted Mary.	la .maris. pu cnixai la .maris.	
Tom caught a big fish.	la .tom. pu kavbu lo barda finpe	
Alice caught a big fish.	la .alis. pu kavbu lo barda finpe	
Mary caught a big fish.	la .maris. pu kavbu lo barda finpe	
Tom was killed in a car accident.	la .tom. pu mrobi'o ri'a tu'a lo karcysnuti	
Alice was killed in a car accident.	la .alis. pu mrobi'o ri'a tu'a lo karcysnuti	
Mary was killed in a car accident.	la .maris. pu mrobi'o ri'a tu'a lo karcysnuti	
Tom forgot to pay the bill.	la .tom. pu tolmo'i fi lo nu jerna lo janta	
Alice forgot to pay the bill.	la .alis. pu tolmo'i fi lo nu jerna lo janta	
Mary forgot to pay the bill.	la .maris. pu tolmo'i fi lo nu jerna lo janta	
Tom was here a while ago.	la .tom. pu za vi zvati	
Alice was here a while ago.	la .alis. pu za vi zvati	
Mary was here a while ago.	la .maris. pu za vi zvati	
Tom is singing a beautiful song.	la .tom. sanga lo melselsa'a	
Alice is singing a beautiful song.	la .alis. sanga lo melselsa'a	
Mary is singing a beautiful song.	la .maris. sanga lo melselsa'a	
Tom is used to making speeches.	la .tom. se tcaci lo nu finti lo se cusku	
Alice is used to making speeches.	la .alis. se tcaci lo nu finti lo se cusku	
Mary is used to making speeches.	la .maris. se tcaci lo nu finti lo se cusku	
Tom drives a black car, doesn't he?	la .tom. xu sazri lo xekri karce	
Alice drives a black car, doesn't he?	la .alis. xu sazri lo xekri karce	
Mary drives a black car, doesn't he?	la .maris. xu sazri lo xekri karce	
Tom told Mary that he had a gun.	la .toms. pu cusku fi la .maris. fe lo se du'u .ty. ralte lo celxa'i	
Alice told Mary that he had a gun.	la .toms. pu cusku fi la .maris. fe lo se du'u .ty. ralte lo celxa'i	
Mary told Mary that he had a gun.	la .toms. pu cusku fi la .maris. fe lo se du'u .ty. ralte lo celxa'i	
Tom had a happy childhood.	la .toms. pu lifri lo nu gleki vercedra	
Alice had a happy childhood.	la .toms. pu lifri lo nu gleki vercedra	
Mary had a happy childhood.	la .toms. pu lifri lo nu gleki vercedra	
Tony did not feel poor.	la .tonis. na gasmlu lo ka pindi	
Tux is an Antarctic bird.	la .tuks. dzipo cipni	
West is in trouble not because he is a gay man, but because he is a man who was apparently willing to use the power of his public office to solicit sexual favors.	la .uest. cu se nabmi ge ki'u nai lo nu .u bu mitcinpa'i nanmu gi ki'u lo nu .u bu simlu lo ka djica lo nu pilno lo nu catni fi lo gubni jibri kei lo nu cpedu lo cinse nu selfu	
Véronique loves bouquets of flowers.	la .veronik. cu tcenelci lo jai se pa'u flora	
The Voodoo religion is associated with Haiti.	la .vudus. poi lijda cu me la .xaitis.	
Happy Halloween!	la .xalouin. di'ai	
Eve plucked fruit from the tree of knowledge.	la .xavax. pu crepu lo grute lo tricu pe lo se djuno	
Hokaido is pretty far, isn't it?	la .xokaidos. cu darno mutce .ie nai pei	
It will probably rain.	la'a ba carvi	G+
It may snow.	la'a ba si'ercarvi	
It will probably rain.	la'a carvi	
Maybe you control it.	la'a do jitro ko'a	
You probably control it.	la'a do jitro ko'a	
He will probably fail.	la'a ko'a ba fliba	
Tom probably tried it.	la'a la .tom. cu troci ra	
Alice probably tried it.	la'a la .alis. cu troci ra	
Mary probably tried it.	la'a la .maris. cu troci ra	
Tom probably knows.	la'a la .tom. djuno	
Alice probably knows.	la'a la .alis. djuno	
Mary probably knows.	la'a la .maris. djuno	
Tom is probably in the building.	la'a la .tom. nenri lo dinju	
Alice is probably in the building.	la'a la .alis. nenri lo dinju	
Mary is probably in the building.	la'a la .maris. nenri lo dinju	
Perhaps Tom is married.	la'a la .tom. speni	
Perhaps Alice is married.	la'a la .alis. speni	
Perhaps Mary is married.	la'a la .maris. speni	
She probably knows.	la'a lo fetsi cu djuno	
He's probably wrong.	la'a lo prenu na drani	
You may be right.	la'a lo do se jinvi cu jetnu	
This book ought to be a good seller.	la'a lo vi cukta cu xamgu se vecnu	
What's happening in Ukraine will probably result in peace, however.	la'a lo vukrygu'e tcini cu ba se jalge lo nu panpi ku'i	
That's probably not so.	la'a na go'i	
That's probably going to fall.	la'a ta farlu	
This book ought to be a good seller.	la'a ti noi cukta cu xamgu se vecnu	
I will probably be given a car by my dad and I would feel happy about it if that happened.	la'a .ui dai'i mi ba te dunda lo karce lo mi patfu	
This might interest you.	la'a cu'i ti ba cinri do	
They may leave tomorrow.	la'a cu'i za'u ko'a cliva ca lo bavlamdei	
Probably not.	la'a nai	
It's unlikely that Tom will attend the meeting.	la'a nai la .tom. ba vitke fi lo nunjmaji	
It's unlikely that Alice will attend the meeting.	la'a nai la .alis. ba vitke fi lo nunjmaji	
It's unlikely that Mary will attend the meeting.	la'a nai la .maris. ba vitke fi lo nunjmaji	
Maybe you are working too hard.	la'a pei do dukse gunka	
There is a high chance of precipitation.	la'a sai carvi	
This sentence is sad.	la'e dei se badri	
