Who did it?	i ma pu gasnu
I had all my clothes washed by my mother.	gau mi le mi mamta cu lumci loi mi ro taxfu
I will get the machine running.	gau mi le minji ba akti
I was having fun.	gau mi mi pu ca'o se zdile
No, I'm not mad at you, I'm just disappointed.	ge nai mi do fengu gi sa'u mi na'e zei fasnu zei badri
Although he is very old, he is strong.	ge ra mutce laldo gi ku'i tsali
Oh! Really?	ge'e xu jetnu
Oh, really?	ge'e xu jetnu
I will go if you go.	gi ja nai do klama gi mi ba klama
It is very hot today.	glare ca lo cabna zei djedi
It's hot today.	glare ca lo cabna zei djedi
Happy New Year!	i a'o do gleki ca le cnino detri zei nanca
I wish you a Happy New Year.	i mi zabna zei dapma do le ka gleki ca le cnino detri zei nanca
That's true.	jetnu
Yes.	je'u
Good, right, yes.	go'i i drani
Yes, I'm coming!	go'i i mi ca'o klama
Yes, I am. Are you Mr Nakano?	go'i i mi co'e i xu do me la nakanon
Yes, I really like him.	go'i i mi nelci cai ra
Yes, I do. I answered.	go'i i mi pu spuda
Yes, it has already started.	go'i i pu cai cfari
Yes, it hurts.	go'i i se cortu
Yes, that's my house.	go'i i ta zdani mi
Yes, but it'll be difficult.	go'i i je bo ku'i nandu
That's not interesting.	go'i a'u cu'i
Exactly!	go'i cai
No, that's not my house.	go'i nai i ta na zdani mi
What you just said about yourself is true for me too.	go'i ra'o
The following sentence is true. The preceding sentence is false.	go'o i na go'i
It's a bit greasy.	grasu ke milxe ckaji
The game will be held even if it rains.	gu ci'ekei gi carvi
It is cold there, even in summer.	gu ta lenku gi ca crisa
Where is the restaurant?	gusta bu'u ma
Thrice the brinded cat hath mew'd. Thrice and once the hedge-pig whined. Harpier cries ''Tis time, 'tis time'.	i ci roi ku lo grusi mlatu pu cusku zo mi'au i ci su'i pa roi ku lo citno ernace pu cmoni i lo xarpi cu krixa lu ca ku i ca ku li'u
As said by Dag, I wrote, 'It was the most delicious.' on the guest-book of the restaurant yesterday.	i cu'u la dag mi ciska lu traji lo ka kukte li'u lo vitke vreji cukta pe lo gusta ca lo purci zei lamji zei djedi
A says locution B meaning illocution C and resulting in perlocution D	i cy smuni by a bu i je a bu cusku by ja'e dy
Suppose I remove, starting with hair one inch in length, leaving hair a half inch in length. Is that shaving?	i da'i vimcu se pu'e lo kerfa noi gutci be li pa be'o ku'o ku fo lo kerfa noi gutci be li fi'u re i lo nu go'i cu nu kerfa zei vimcu xu
Happy birthday to you! Happy birthday to you! Happy birthday, dear Mary! Happy birthday to you!	i do jbena ui dai i do jbena di'ai i do jbena doi la maris i do jbena ui sai
Are you really confused about when to start?	i do je'a xu se cfipu lo ka ca ma kau jai gau cfari ei
Too many cooks spoil the broth.	i du'e lo jukpa cu spofu zei gasnu lo stasu
I am 24 years old.	i jai nanca li 24
And what did they tell me?	i je ko'a ma mi cusku pau nai mu'o nai
The pen is mightier than the sword.	i ka'u lo penbi cu zmadu lo dakfu xarci lo ka vlipa
Reply me via mail only when you read and understand this.	i ko spuda zei cusku mrilu mi po'o fau lo nu do tcidu je jimpe ti
But it is unlikely that something is strange to everyone in every way.	i ku'i la'a nai su'o da cizra ro de ro di
On the contrary, I think it may turn out that this rugged mountain range trails off at some point.	i ku'i la'a cu'i ja'o loi vi cmana fe'e co'a fe'e ca'o canci
But have you received the messages?	i ku'i pei do mo'u cpacu lo se mrilu
But most computer users know 'a little' English.	i ku'i so'e skami pilno cu milxe do'a nai ke glico se bangu
Heh, Camgusmis said 'Lobjan'.	i la camgusmis cu cusku zo lobjan u'i ru'e
Tom jumped into the pool from the roof.	i la tom pu zukte lo ka farlu le rutni lalxu le drudi
They understand now.	i le za'u mei ca jimpe
They called John 'King John'.	i le za'u mei pu te cmene la djon la'au la djon noi nobli zei traji zei turni li'u
Money is worth more than everything else in the world!	i lo jdini cu zmadu lo ro drata lo vamji
The world will be saved by beauty.	i lo munje ba snura ri'a lo nu melbi
Man is unhappy because he doesn't know he's happy. It's only that.	i lo prenu cu na'e gleki ki'u sa'u ri na djuno lo du'u ri gleki je'u i la'e di'u po'o krinu
I said something wrong ... eff me.	i mi pu zi cusku lo na drani vau oi se'i
I know Tom and his wife.	i mi se slabu la tom e lo speni be ri
We, by ourselves, are able to, without a typical crab.	i mi'o se'a kakne se cau lo'e xamsi zei jukni
This sentence has five words.	i mu valsi dei pagbu
Tatoeba contains 10 000 Lojbanic sentences.	i pa no ki'o lojbo jufra cu se vasru la tato'ebas
I admit I'm wrong.	i'a bu'o mi na drani
I'd rather be poor than rich.	i'a da'i mi pindi gi'e nai ricfu
Oh no, not again!	i'a nai za'u re'u
I admit that he is right.	i'a ra drani
It's because of you that we were late.	i'a nai ri'a tu'a do mi'ai jai lerci
Congratulations!	i'e
No, sit down.	i'e nai i ko zutse
Come and have tea with me.	i'i e'u ko pinxe lo tcati ka'ai mi
Hmm ... God may or may not exist.	ia cu'i lo cevni cu zasti
Indeed God exists.	ia lo cevni cu zasti
I think my friend knows your friend.	ia lo pendo be mi cu se slabu lo pendo be do
I don't believe God exists.	ia nai lo cevni cu zasti
I believe that he's happy.	ia ra gleki
I can't believe that a guy like Tom was married to a woman as beautiful as Mary.	ia nai la tom ku ie'i pu speni lo ninmu poi simsa la meris lo ka melbi
Yes, you love me.	ie do mi prami
I cannot agree with you.	ie nai ei
I have to say no to you.	ie nai ei
I must say no to you.	ie nai ei
I disagree with that.	ie nai go'i
Yes, that's beautiful.	ie ta melbi
I do not agree with you at all.	ie nai sai
Yikes!	ii
Oh, no! The tiger is back!	ii lo tirxu mo'u volve
Heh, the teacher won't find us here.	ii nai lo ctuca na ba to'e cirko mi'o ti
Ehhh, I hope I'm not interrupting anything ...	ii ro'a fi'i pei
I'm not afraid.	ii nai
This way, Sir, if you please.	io ko mi jersi doi nobli zei nanmu
Get your ass over here, you idiot!	io nai ko ti klama doi bebna
That's Greek to me.	itku'ile ga'a mi
You're beautiful.	iu do melbi
Love John.	iu mi'e djan
Love, Jon.	iu mi'e djan
You're evil.	iu nai do palci
I really don't want the kids left alone now.	ja'a ku mi na djica lo nu lo verba ca gau nonseka
It's really awesome.	ja'a marvele
I do notice it.	ja'a mi cfari zei ganse
It's really awesome.	ja'a zabna zei zabna
Tom may or may not be telling the truth.	ja'a ku ja na ku la tom cu smuni zei cusku lo jetnu
It must have rained during the night.	ja'o carvi ca lo nicte
There must be a misunderstanding.	ja'o da na'e drani se jimpe
There must be some misunderstanding.	ja'o da na'e drani se jimpe
Then you must be Argentinian.	ja'o do gento
You must be crazy.	ja'o do jai fenki
Then you cannot be a cannibal.	ja'o do na ka'e citka lo se jutsi be vo'a
I guess that you can't do it.	ja'o do na ka'e co'e
So you know only English and Lojban.	ja'o do se bangu lo glico je la lojban je nai lo drata
Tom must be angry.	ja'o ju'o la tom cu fengu
He must be out.	ja'o ko'a na'e zvati
Something has to be done to stop the bleeding.	ja'o lo nu sisti lo nu ciblu zei cirko cu se nitcu se gasnu
I must be blind.	ja'o mi na ka'e viska
I must have lost my purse in the supermarket.	ja'o mi pu cirko le mi jdini zei vasru
So, I dislike root beer.	ja'o mi to'e nelci lo genja birje
I think that there is water under the table.	ja'o ru'e da djacu ni'a le jubme
It must've been love.	ja'o sai pu prami
If you can't be with the one you love, love the one you're with.	ja gi do ka'e kansa le se prami be do gi ko prami le se kansa be do
If you can understand this sentence then you need to have sex with someone.	ja gi nai do jimpe la'e dei gi do gletu nitcu
If this be treason, make the most of it.	ja gi nai ti nu traide gi ko se prali lo zmadu zei traji ra
It's a relief.	jai ri'a to'e dunku
Check, please.	janta pe'u
Buddhism was introduced into Japan in 538.	jarco lo budjo lo ponjo de'i li pi'e pi'e mu ci bi
Passport, please.	jaspu e'o
He is my boss.	jatna mi
13. 12 .11. 10. 9. 8. 7. 6. 5. 4. 3. 2. 1. Start!	jau i gai i fei i dau i so i bi i ze i xa i mu i vo i ci i re i pa i incipe
It's raining.	jaucarvi
Happy birthday!	jbena zei detri zei nu zei salci ui dai
Happy birthday, Dad.	jbena zei detri zei nu zei salci ui dai doi paf
The weight is decreasing.	jdika lo ni tilju
There is a little money in the bag.	jdini se la'u li so'u ne'i lo dakli
And actually, this project needs everyone.	je je'u le gunka zei gunma cu jai se sarcu tu'a lo ro prenu
And the boy did.	je lo nanla cu co'e
And what we really want is to have many sentences in many — and any — languages.	je mi'a mutce djica tu'a so'i jufra be fi so'i si ro bangu
And everyone has the ability to contribute.	je ro prenu cu kakne lo nu jmina
And a little bread.	je so'u lo nanba
It's really cool here.	je'a banli bu'u ti
He's a real man.	je'a cinse lo ka nanmu
This is really weird.	je'a cizra
It's really annoying.	je'a fanza
Indeed, it's true.	je'a jetnu
He does speak well.	je'a ko'a xamgu tavla
It's really cold today.	je'a lenku co cabna zei djedi
It is really wonderful.	je'a manci
He's a real man.	je'a remna
I understand.	je'e
You're welcome.	je'e
Okay. To be precise, it is understanding the flaws that I don't.	je'e i mi na jimpe sa'e fi lo cfila
That's all right.	je'e do
Ah, those Russians!	je'e ku tai ku loi rusko
Sorry, I don't understand.	je'e nai i mi na jimpe
I didn't hear you clearly. Would you please say it again?	je'e nai ke'o
I don't understand.	je'e nai
Do you understand me?	je'e pei
I agree.	je'u
This is true.	je'u
Yes.	je'u
I'm going to bed for real.	je'u ckana klama
In fact, you are quite right.	je'u do rau va'e drani
Yes, my love.	je'u doi lo mi se prami
We actually have four legs.	je'u fe ma'a vo tuple
It's true that the project is a difficult task, but Mr Hara will be able to bring it off.	je'u le se zei gunka zei gunma cu nandu i ku'i la naun xaras ba kakne lo ka snada mulno zei gasnu
We actually have four legs.	je'u ma'a se tuple vo da
Wasn't that fun?	je'u nai pei pu xajmi
Really?	je'u pei
It was proven that fleas living on dogs jump higher than fleas living on cats.	je'uja'o lo du'u lo civla be fi lo gerku cu zmadu lo civla be fi lo mlatu lo ni pu'i ve plipe
Approximately two weeks.	jeftu be li ji'i re
What horrible events took place? Where are you parents? What happened to your husband?	jenca mo i ma zvati lo do rirni i lo do nakni zei speni cu mo
It's the truth.	jetnu
It's true that she's dead.	jetnu fa lo du'u ko'a morsi
And you ain’t seen nothin’ yet.	ji'a do nu'o sai lifri
I'm a tourist, too!	ji'a mi drata zei gugde zei vitke
I'm a tourist, too.	ji'a mi drata zei gugde zei vitke
I really like it, too.	ji'a mi mutce nelci
I also like perfume tea.	ji'a mi nelci lo panci tcati
I even wrote a letter to Tom.	ji'a sai mi pu ciska lo xatra be la tom
I even tried writing a song about what happened.	ji'a sai mi pu troci lo ka ciska lo se sanga poi skicu lo nu ma kau pu fasnu
How hungry are you?	ji'e ma xagji fa do
He was more or less drunk.	jibni xalka zei bebna
Checkmate.	jinga
Add one teaspoon of paprika.	jmina lo parpika poi cmalu zei smuci zei klani li pa
That's right, yes.	jo'a go'i
*Everything* should be doubted, I say.	ju'a ba'e ro da cu se senpi ei
You don't want to know.	ju'a do na djica lo ka djuno
Alcohol is the answer. I can't remember the question.	ju'a loi xalka cu danfu i mi na morji lo preti
Hey, John, look at this.	ju'i djan ko catlu ti
At ease, soldiers.	ju'i cu'i sonci
Hey, you! What are you doing?	ju'i do i do jai gau mo
Hey, it's snowing.	ju'i do ca'o snime carvi
Excuse me, what time is it?	ju'i do ma tcika
Can you tell me the way to the library?	ju'i do ma ve pluta lo cukta zei zdani
Pardon me, do you speak English?	ju'i do xu do se bangu la glico zei bangu
Hey, you! What are you doing?	ju'i do'u do mo
Excuse me, could someone tell me where the bathroom is?	ju'i do'u ma stuzi lo vikmi zei kumfa
Attention, Lojbanist!	ju'i lojbo zei pilno
Hey, you two! What are you doing?	ju'i lo re mei do zukte ma
Do you really think Tom will want to go with us?	ju'o ba'e pei la tom ba djica lo ka kansa mi'ai
You might like this.	ju'o cu'i do nelci
Maybe it's too late.	ju'o cu'i dukse lerci
Perhaps it's too late.	ju'o cu'i dukse lerci
Maybe it's true.	ju'o cu'i jetnu
Perhaps it is true.	ju'o cu'i jetnu
Maybe it can be fixed.	ju'o cu'i ka'e se cikre
I'm not certain if Lojban is a rational language, but I am very sure that Lojbanists are habitually not rational people.	ju'o cu'i la lojban cu racli bangu i ku'i ju'o sai lo lojbo zei prenu ta'e na racli prenu
Maybe he is Italian or Spanish.	ju'o cu'i le nakni cu itlo gi'a spano
Maybe it's a trap.	ju'o cu'i te kavbu
I'm certain of your success.	ju'o do ba snada
You must have thought of something.	ju'o do pu pensi da
I'm sure you're very busy.	ju'o do so'i va'e to'e cando
That he is alive is certain.	ju'o ko'a jmive
She is bound to pass the examination.	ju'o ko'a snada tu'a le cipra
I bet Tom is angry.	ju'o la tom cu fengu
I bet Tom was hungry.	ju'o la tom pu xagji
Tom has definitely been put in his place.	ju'o la tom co'i se ga'inde
Certainly she is correct.	ju'o le fetsi cu drani
There must be a connection between these murders.	ju'o le za'u nu catra cu ckini zu'ai da
I'm sure that I'm right.	ju'o mi drani
It's not my fault!	ju'o mi na fuzme
I'm certain, I saw him.	ju'o mi pu viska ra
I'm sure that's not what you want to do.	ju'o na du lo poi'i do djica lo ka zukte ke'a
I'm not sure I want to do this.	ju'o nai mi audji lo ka zukte la'e do'i
I'm sure he'll go.	ju'o ra ba klama
He must love you.	ju'o ra prami do
He must be over fifty.	ju'o tu'a ra nanca li su'o mu no
They definitely know.	ju'o za'u ko'a djuno
I know who killed Tom.	ju'oi ma kau catra la tom
I don't know.	ju'oi nai
I don't know who killed Tom.	ju'oi nai ma kau catra la tom
Did you know that ...?	ju'oi pei
Did you know that Mary killed Tom?	ju'oi pei la meris cu catra la tom
Are you certain?	ju'o pei
How certain are you that he's a criminal?	ju'o pei zekri zei gasnu
Are you sure this is what you want?	ju'o ru'e xu do djica
Who were you there with?	ka'ai ma do pu zvati va
You can teach good manners to children without resorting to punishment.	ka'e ctuca lo verba lo du'u xamgu tarti kei ta'i lo nu na sfasa
Maybe it will be exactly the same for him.	ka'e ku ko'a jai fasnu fai lo mintu
It is impossible to do it.	ka'e nai sai go'i
It may be the last time.	ka'e ro re'u
It is an option.	ka'e se cuxna
It may seem odd.	i cumki fa le nu simlu le ka cizra
You can search sentences containing a certain word and get translations for these sentences.	ka'e sisku tu'a lo pa valsi lo'i jufra gi'e facki lo'i xe fanva be lo'i jufra
You can search words, and get translations. But it's not exactly a typical dictionary.	ka'e sisku tu'a lo valsi gi'e facki lo'i xe fanva i je ku'i na je'a fadni fi lo valsi zei cukta
It might be a trap.	ka'e te kavbu
He is good at singing.	ka'e xamgu sanga
You never know what life may throw your way.	ka'e nai djuno lo du'u lo jmive zei pruce cu mo kau do
We know that we are closer to monkeys than to rodents. Similarly cats and dogs are closer to one another than to cows or pigs.	ka'u mi zmadu zei jibni lo smani lo ratcu i si'a lo mlatu jo'u lo gerku cu zmadu zei jibni vo'a lo bakni jo'u lo xarju
There's a coffee shop in front of the station.	ckafi zei zarci ca'u le tcana
I was in control.	kai mi pu jitro
Beware of the dog!	kajde fi lo gerku
He has been warned on several occasions.	kajde ra so'o re'u
She likes chocolate, too.	ke ji'a le fetsi cu nelci lo cakla
Even my mom knows.	ke ji'a lo mamta be mi cu djuno
Only 514 people have been in space.	ke po'o 514 prenu pu'i zvati lo kensa
Could you say that again?	ke'o
Excuse me?	ke'o
I beg your pardon?	ke'o
What did you say? I didn't hear.	ke'o do'u mi na pu tirna
All right, we heard you the first time.	ke'o nai do mi'ai pu tirna ca lo krefu be fi li pa
Once again, Lojban is at the forefront of human creative experience - which, of course, will slow it down even as it strengthens it, like a tsunami as it approaches a shoreline.	ke'u la lojban cu ralju lo se lifri larcu be lo remna i je li'a lo go'i cu rinka lo nu le nu larcu cu jdika lo ni sutra i tai bo lo tsunami co'a mo'u klama lo xamsi korbi
Excuse me?	ki'a
Pardon me?	ki'a
I don't understand a word of what you're saying.	ki'a cai
I get it.	ki'a nai
I see, you were joking.	ki'a nai i do pu xalbo
I understand, you were joking.	ki'a nai i do pu xalbo
Darn it!	ki'ai mabla
Perfect!	ki'ai prane
Thank you!	ki'e
Thanks!	ki'e
Thank you.' 'You're welcome.'	ki'e i je'e
Thank you!	ki'e do
Thank you.	ki'e do
Thanks! I'll see you soon!	ki'e i mi viska do ba zi
Thanks, Yukina.	ki'e la iukinas
Thank you, friend. You are fair and just.	ki'e pendo do painu'i io re'e
Thank you very much! It's beautiful.	ki'e sai i ti melbi
Thank you very much!	ki'e sai do
I cannot thank you too much.	ki'e cai
Thank you very, very much!	ki'e cai
Thank you very much for your help.	ki'e cai do sidju
Thanks for helping me when I was sad.	ki'e do'u do cinmo zei sidju mi pe ca lo nu badri
Thank you so much! I am alive.	ki'e sai i mi jmive
Thank you for amending that mistake.	ki'o do to'e srera
That's because you're a girl.	ki'u bo do nixli
This is why I hate him.	ki'u ko'e mi xebni ko'a
Written in English, this book is easy for me to read.	ki'u lo nu ciska bau lo glico kei lo nu tcidu lo vi cukta cu frili mi
Not being careful of his health, he fell ill.	ki'u lo nu ka zei kanro to'e junri ku to'e kanro binxo
Because of the snow, it cannot be done.	ki'u lo nu snime kei na kakne
Why?	ki'u ma
Why is it that, as soon as someone says the word love, lust metamorphoses into passion?	ki'u ma ca zi cusku zo prami ku lo ka cindjica cu binxo lo ka cinmo
Why are people scared of Tom?	ki'u ma da terpa la tam
Why are you still awake?	ki'u ma do ca'o cikna
Why are you studying?	ki'u ma do ca'o tadni
Why did you buy a car?	ki'u ma do co'i te vecnu lo karce pe do
Why would you want to do something like that?	ki'u ma do djica lo ka zukte lo simsa be ra
Why did you go to Japan?	ki'u ma do klama le ponjo zei gugde
Why do you believe Tom?	ki'u ma do krici zo'ei la tom
Why are you late to class?	ki'u ma do lerci klama lo nu zei ctuca
Why don't you eat vegetables?	ki'u ma do na citka lo stagi
Why don't you ask him for help?	ki'u ma do na cpedu fi le nakni fe lo ka sidju
Why don't you come visit us?	ki'u ma do na ckaji zei klama lo ka vitke mi'a
Why can't you hurry?	ki'u ma do na se urja
Why aren't you in college?	ki'u ma do na ve ma'ucu'e
Why do you use this font?	ki'u ma do pilno ti noi jai ci'e glife
Why do you use this font?	ki'u ma do pilno ti noi lerfu zei tasmi
Why are you drinking water?	ki'u ma do pinxe lo djacu
Why did you buy another car?	ki'u ma do pu te vecnu lo drata karce
Why did you buy a French car?	ki'u ma do pu te vecnu lo fraso karce
Why did you buy a second car?	ki'u ma do pu te vecnu lo re moi karce
Why did you try to run away?	ki'u ma do pu troci lo ka to'o bajra
Why did you do it, Tom?	ki'u ma do pu zukte doi la tom
Why do you have only two cars?	ki'u ma do ralte re je mo'a karce
Why do you have two cars?	ki'u ma do ralte re karce
Why are you so thin?	ki'u ma do tai cinla
Why are you sorry for something you haven't done?	ki'u ma do xenru lo na se zukte be do
Why are you in the bathroom?	ki'u ma do zvati lo lumci zei kumfa
Why are you in the bathroom?	ki'u ma do zvati lo vikmi zei kumfa
Why's Tom still here?	ki'u ma la tom ca'o zvati ti
Why is it that guys who sleep around are studs and girls who sleep around are sluts?	ki'u ma lo nanmu poi so'i zei gletu cu xau so'i zei gletu vau gi'e lo ninmu poi so'i zei gletu cu mabla zei so'i zei gletu
If you're tired, why don't you go to sleep?' 'Because if I go to sleep now I will wake up too early.'	ki'u ma lo nu do tatpi na se jalge lo nu do sipnzu'e i lu ki'u lo nu ga nai ca co'a sipna gi lo nu co'a cikna cu clirdu'e
Why do people go to the movies?	ki'u ma lo prenu cu ckaji zei klama lo ka zgana lo skina
Why can't we have pizza?	ki'u ma mi'ai na citka lo pitsa
Why is it that we're still here?	ki'u ma mi'ai za'o zvati ti
Why are we laughing?	ki'u ma mi'o ca'o cmila
Why didn't it work?	ki'u ma na snada
Why is this happening to me?	ki'u ma tcini mi
What is this car doing here?	ki'u ma ti noi karce cu zvati ti
On account of an accident, I was late for school.	ki'u tu'a lo snuti lo nu mi klama lo ckule cu lerci
On account of an accident, I was late for school.	ki'u tu'a lo snuti mi jai lerci fai lo nu klama lo ckule
Because of these trees, he can't see the forest.	ki'u tu'a lo vi tricu ku na kakne lo nu viska lo tricu zei foldi
For one reason or another their holiday in France didn't come up to expectations.	ki'u zo'e ko'a milxe xebni lo na'e zei gunka zei djedi be vi la frans
It was filmed in Australia.	skina zei gasnu tu'i lo sralgu'e
She followed me into the kitchen and picked up a knife.	klama zei jersi mi le jukpa zei kumfa gi'e jgari lo dakfu
She followed me into the kitchen and picked up a knife. She then started cutting vegetables.	klama zei jersi mi le jukpa zei kumfa gi'e jgari lo dakfu i cfari lo nu staji katna
I am coming.	klama
Tom went instead of Mary.	klama fa la tom e nai la meris
How long does it take to the train station by taxi?	klama lo trene tcana fu lo taksi na'o ze'a ma
Why did he come here?	klama mu'i ma
On your mark! Get set! Go!	ko barna cpana i ko bredi i ko klama
Pass me the pen.	ko benji lo penbi mi
Bring me my glasses.	ko bevri fi mi fe loi mi lenjo
Bring me the magazines.	ko bevri lo karni mi
Bring me the magazines.	ko bevri lo pelji zei karni mi
Bring all your money.	ko bevri lo ro jdini pe do
Bring me the magazines.	ko bevri lo pixra zei karni mi
Smile now, cry later!	ko ca cisma gi'e ba za klaku
Watch me now.	ko ca jundi mi
Do it now.	ko ca zukte
Walk ahead of me.	ko cadzu ca'u mi
Walk with us.	ko cadzu ka'ai mi'a
Be careful not to drill into gas pipes.	ko ckape zei jundi lo nu se carna zei canpa vi lo flecu zei tubnu be lo gapci
You must study hard.	ko carmi tadni
Turn right at the crossroad.	ko carna fi lo pritu bu'u lo te kruca
Take the road on the right.	ko carna fi lo pritu dargu
Turn left!	ko carna fi lo zunle
Look, my house is not as dirty as yours.	ko catlu i lo mi zdani na to'e zei jinsa zei zmadu lo do co'e
Look, my house is not as dirty as yours.	ko catlu i lo zdani be mi na to'e zei jinsa zei zmadu lo co'e be do
Look at that brilliant star.	ko catlu lo carmi tarci
Look at that picture.	ko catlu lo va pixra
Look at your hands.	ko catlu lo xance be do
See for yourself.	ko catlu si'u nai
Look there.	ko catlu ta
Look at that pretty little girl.	ko catlu ta poi melbi je cmalu nixli
Look at that short pretty girl.	ko catlu ta poi melbi je cmalu nixli
Stop shooting.	ko cecla zei gunta sisti
Get up.	ko cikna
Wake up!	ko cikna
Wake up!	ko cikna zei binxo
Take this three times a day for the next two weeks.	ko ci moi citka ti di'i lo djedi ca'o lo ze'a ba jeftu be li re
Take this three times a day for the next two weeks.	ko ci moi je'ese'a ti di'i lo djedi ca'o lo ze'a ba jeftu be li re
Take this three times a day for the next two weeks.	ko ci moi pinxa ti di'i lo djedi ca'o lo ze'a ba jeftu be li re
Kiss me.	ko cinba mi
Please make yourself at home.	ko cinmo lo ka zdani zei zvati
Never lose hope!	ko cirko ca no da lo ka pacna
Put down your name on the list and pass it on to the next person.	ko ciska le do cmene le liste gi'e dunda ly lo lamji be do
Write your name and address.	ko ciska lo do cmene je lo judri
Write with your left hand.	ko ciska se pi'o lo zunle xance be do
Smile at me, please.	ko cisma se ga'a mi vau e'o
Eat whatever you like.	ko citka lo se nelci
Eat that bread!	ko citka lo va nanba
Eat the bread!	ko citka loi nanba
Be what you want to be.	ko ckaji lo se djica be do
Come home early.	ko clira klama lo zdani
Come back soon.	ko clira zmadu volve
Be nice.	ko clite
Get out.	ko cliva
Leave!	ko cliva
Leave, you deer!	ko cliva doi mirli io nai
Leave it where you found it.	ko cliva ko'a vi do pu facki fi ko'a
Get out of my house!	ko cliva lo zdani be mi
Leave me alone! I hate you!	ko cliva mi i mi xebni do
Join us.	ko cmima zei binxo le girzu pe mi'a
Laugh and be fat.	ko cmila gi'e plana
Go now.	ko co'a klama
Go to sleep.	ko co'a sipna
Do it when you have time.	ko co'e ca lo nu cando
Stop hitting Tom.	ko co'u darxi la tom
Take off your shoes.	ko co'u dasni lo cutci
Take off your hat.	ko co'u dasni lo do mapku
Stop wasting money.	ko co'u mabla zei xaksu lo jdini
Get up.	ko co'u sipna
Wake up!	ko co'u sipna
Fetch me my hat.	ko cpacu lo mi mapku
Climb onto the roof.	ko cpare se ka'a lo cpana be le drudi
Ask Tom to explain it.	ko cpedu fi la tom fe lo ka ciksi
Feed me.	ko citka zei gasnu mi
Feed that some rice.	ko citka zei gasnu tu loi rismi
Choose the color you like the best.	ko cu'uxna lo zi'o zei skari poi do trajnei
Let her go.	ko curmi lo nu ko'a cliva
Let him go.	ko curmi lo nu ko'a cliva
Let him go hungry.	ko curmi lo nu ko'a xagji
Let Tom go.	ko curmi lo nu la tam cliva
Let me eat something today.	ko curmi lo nu mi citka ca le cabna zei djedi
Let me go.	ko curmi lo nu mi cliva
Let me see.	ko curmi lo nu mi viska
Give me five minutes to finish the last adjustments.	ko curmi lo nu ze'e mu mentu mi mulno zei gasnu lo nu stika zei gasnu
Tell me.	ko cusku fi mi
Tell me the name of the ninth month.	ko cusku fi mi fe lo cmene be lo bi moi masti
Tell me when to stop.	ko cusku fi mi fe lo se du'u ca ma kau mi sisti
Correct me if I am wrong.	ko cusku fi mi va'o lo nu mi srera
Say what you want.	ko cusku lo jai se djica be do
Tell her that I am shaving.	ko cusku lo se du'u mi ca kerfa zei vimcu
Speak your mind.	ko cusku lo te stace
Say hello to Tom.	ko cusku zo coi la tom
Say hello to your mum for me.	ko cusku zo coi lo me do mamta se ba'i mi
Say cheese.	ko cusku zo ui
Choose the one you like.	ko cuxna lo se nelci
Get dressed.	ko da dasni
In case of fire, press this button.	ko danre le vi batke i jo nu fagri
Keep your distance.	ko darno
Wait! One! Two! Five--I mean, Three! Throw!	ko denpa i pa i re i mu si ci i renro
Wait outside.	ko denpa bu'u lo berti
Wait until I'm done eating.	ko denpa lo nu mi mo'u citka
Wait until I sit down.	ko denpa lo nu mi mo'u zutse
Wait for me. I'll be back in no time.	ko denpa mi i mi ba zi sai xruti zei klama
Wait in the waiting room.	ko denpa ne'i lo denpa kumfa
Wait for me!	ko denpa tu'a mi
Just wait a minute, please.	ko denpa ze'a lo mentu re'i nai
Give me two pieces of chalk.	ko dunda fi mi fe lo re spisa be lo bakri
Give them to her.	ko dunda ko'a ko'e
Give them to him.	ko dunda ko'a ko'e
Give the money to my son.	ko dunda le jdini le mi bersa
Give the house to my daughter.	ko dunda le zdani le tixnu
Give me the metal bucket with the oil in it.	ko dunda lo baktu be lo ctile bei lo jinme
Give me the metal bucket with the oil in it.	ko dunda lo baktu be lo ctile bei lo jinme mi
Give me your money.	ko dunda lo do jdini mi
Give me something to eat.	ko dunda lo se citka mi
Give it to me.	ko dunda ra mi
Give that to him.	ko dunda ta ra
Let's dance.	ko e mi dansu
Buy a liter of milk, and if there are eggs, buy a dozen eggs.	ko erve pa litce poi ladru i je ga ja nai zvati fa lo caksova gi ko erve pa re ri
Drop the anchor!	ko farlu zei curmi lo stali zei gasnu
Put this sentence into English.	ko fanva dei la glico zei bangu
Translate this sentence into English.	ko fanva dei la glico zei bangu
Boil some water.	ko febvi zei gasnu lo djacu
Boil the water.	ko febvi zei gasnu lo djacu
Divide and conquer.	ko fendi gi ce'o turni zei basti
Divide the cake between you two.	ko fendi le titla zei nanba se va'u re do
Call Tom.	ko fonxa zei jorne la tam
Call the doctor!	ko fonxa zei jorne lo mikce
Call the police!	ko fonxa zei jorne lo pulji tcana
Call me!	ko fonxa zei jorne mi
Call me.	ko fonxa zei jorne mi
Call us.	ko fonxa zei jorne mi'a
Call me at the office.	ko fonxa zei tavla mi bu'u lo briju
Call me on Monday.	ko fonxa zei tavla mi ca lo pa zei djedi
Call the police!	ko fonxa jorne lo pulji tcana
If you want to run, then run.	ko ga nai djica lo ka bajra gi bajra
If you see anybody, tell me immediately.	ko ga nai viska da gi ba zi sai djuno zei gasnu mi
Close your book.	ko ga'ogau lo do cukta
Shut the door.	ko ga'ogau lo vorme
Close your eyes.	ko ganlgau lo kanla
Shut the door, will you?	ko ganlgau lo vorme vau e'o
